Bochum.UTCModJulian       MareCrisium.BochumTopo.X   MareCrisium.BochumTopo.Y   MareCrisium.BochumTopo.Z   MareCrisium.BochumTopo.VX   MareCrisium.BochumTopo.VY   MareCrisium.BochumTopo.VZ   MareCrisium.DwingelooTopo.X   MareCrisium.DwingelooTopo.Y   MareCrisium.DwingelooTopo.Z   MareCrisium.DwingelooTopo.VX   MareCrisium.DwingelooTopo.VY   MareCrisium.DwingelooTopo.VZ   Bochum.MareCrisiumTopo.X   Bochum.MareCrisiumTopo.Y   Bochum.MareCrisiumTopo.Z   
30736.82094907407         -18770.15130736839         358781.7306048899          32342.20783278632          19.38943792679066           -0.7175924441693631         16.11159795582816           -21801.44773057955            358878.768628327              29770.51030091441             19.7792462589477               -0.3672668243001558            15.64274155097869              60089.53049367539          -317697.7239687579         159937.7119805115          
30736.82106481482         -18576.25906041562         358774.4661235266          32503.32210261829          19.38901058657999           -0.7353034835694729         16.11125252349249           -21603.65646041111            358875.0073737331             29926.93680273046             19.77900680991793              -0.3849837893661802            15.64255534464713              60090.86646143756          -317694.6662223445         159937.0117027162          
30736.82118055555         -18382.37114161894         358767.0245340954          32664.43287425309          19.38857351392628           -0.753014102475613          16.11089932881767           -21405.86764055191            358871.0689508392             30083.36139993031             19.778757439951                -0.4027005069741395            15.64236161070361              60092.20264386359          -317691.6093723527         159936.3096755905          
30736.8212962963          -18188.48758932423         358759.4058493464          32825.54001973922          19.38812670956635           -0.7707242930585616         16.11053837236494           -21208.08131256227            358866.9533708691             30239.78396542614             19.77849814971032              -0.4204169692827013            15.64216034962557              60093.53904116636          -317688.5534208842         159935.6059000133          
30736.82141203704         -17994.60860662037         358751.610056141           32986.6435722406           19.38767017275618           -0.7884340458316128         16.11016965359348           -21010.29767851403            358862.6606187666             30396.20453739991             19.77822893833409              -0.4381331668188471            15.64195156081069              60094.87565320944          -317685.4983672881         159934.9003760409          
30736.82152777778         -17800.73423185292         358743.6371673825          33147.7434038061           19.3872039042409            -0.8061433529655944         16.10979317307114           -20812.51677996886            358858.190705908              30552.6229887628              19.77794980649416              -0.4558490917411434            15.64173524474284              60096.2124801141           -317682.4442138223         159934.1931042796          
30736.82164351852         -17606.86457450387         358735.4871880736          33308.83942670928          19.38672790431453           -0.8238522045970358         16.10940893103272           -20614.73872854203            358853.5436353464             30709.03923442674             19.77766075438095              -0.4735647341818464            15.64151140156677              60097.54952206857          -317679.3909615772         159933.4840860028          
30736.82175925926         -17412.99971973612         358727.1601222997          33469.93157343288          19.38624217321714           -0.8415605930839418         16.1090169276694            -20416.96361104056            358848.7194096563             30865.45320892487             19.77736178215442              -0.4912800864954279            15.64128003140359              60098.88677903108          -317676.338611939          159932.7733212108          
30736.821875              -17219.13977094262         358718.6559749931          33631.01976131024          19.38574671123797           -0.859268509119081          16.10861716321203           -20219.19153286986            358843.7180319299             31021.86483208033             19.77705289000628              -0.5089951393704185            15.6410411343989               60100.22425113209          -317673.2871660716         159932.0608108604          
30736.82199074074         -17025.284831497           358709.9747511966          33792.10390768995          19.38524151867237           -0.8769759433969659         16.1082096378963            -20021.42259941698            358838.5395053706             31178.27402373007             19.77673407813441              -0.526709883496975             15.640794710703                60101.56193840998          -317670.2366252947         159931.3465556353          
