2001UQ163,0.492398,3.2461
2001OX13,0.464609,3.4868
2001QL153,0.445002,3.3632
2001WJ15,0.566548,2.3254
2001RW17,0.660214,3.9093
2001OD3,0.516214,3.9706
2001SD270,0.551603,3.7682
2001SD286,0.565448,3.2693
2001SA170,0.504432,3.1626
2002VR85,0.603517,2.9098
2002EA,0.423109,1.9609
2002CP4,0.380075,2.4109
2002VU17,0.624358,3.9928
2002SQ,0.382718,1.9646
2002YG4,0.309379,1.9158
2002TX55,0.572248,3.5146
2002XQ90,0.57339,3.4195
2002GQ,0.375154,1.0568
2002ES11,0.401259,2.5471
2002EM7,0.363155,1.2551
2002JU15,0.213879,1.4381
2002XV90,0.37564,2.1698
2002XO40,0.594849,3.9541
2002VZ91,0.3835,2.1772
2002AR4,0.620558,4.8671
2002JQ100,0.518998,1.7933
2002XM35,0.837565,4.3202
2002PB,0.343319,1.4404
2002GQ5,0.478325,1.7061
2002YC12,0.438597,2.465
2002GG1,0.567333,3.636
2002UQ12,0.698475,2.9902
2002JQ9,0.394428,1.6122
2002CA26,0.667159,3.9555
2002RB182,0.644728,4.1188
2002CD14,0.579351,2.8085
2002LY1,0.378573,1.3172
2002UZ30,0.459416,1.8561
2002TZ57,0.237516,1.5013
2002MT3,0.690342,4.7431
2002JC9,0.829566,4.1276
2002CN15,0.695907,2.2454
2002PN,0.06877,1.0842
2002AA29,0.013022,1.0055
2002RO28,0.331102,1.9996
2002WQ,0.476265,3.3745
2002FB,0.186584,1.4301
2002CY9,0.50727,2.4823
2002TS69,0.13012,1.3295
2002NE71,0.584704,3.0341
2002PQ6,0.527013,3.9194
2002BF25,0.221812,1.3113
2002VP69,0.528445,3.0844
2002JD109,0.650179,3.3338
2002TC60,0.494707,3.8074
2002XB40,0.554279,2.8847
2002UK11,0.575432,2.0844
2002CW11,0.225296,1.0594
2002PO75,0.380807,2.443
2002LE31,0.542068,3.0725
2002BG25,0.233978,1.5203
2002CT46,0.528831,3.6151
2002GF8,0.452949,3.3182
2002XO1,0.572433,4.4264
2002RP137,0.082427,1.2578
2002AY1,0.437406,1.1197
2002AL31,0.247461,1.4679
2002LZ45,0.637212,3.7769
2002GD10,0.130508,1.3755
2002BA1,0.456103,3.0034
2002PD11,0.863766,4.1445
2002AJ69,0.40182,1.6474
2002AR129,0.580745,4.4848
2002FU5,0.699571,4.2431
2002FS6,0.451491,2.6612
2002LH3,0.455119,3.0875
2002LD31,0.256339,1.8395
2002VO69,0.349038,1.9422
2002EW11,0.428402,2.1697
2002YD12,0.499719,3.3276
2002RZ125,0.534551,2.1708
2002EC,0.519489,3.2655
2002TA67,0.356462,1.571
2002TH68,0.254205,1.8005
2002LS24,0.551748,3.5165
2002EY11,0.478098,3.2808
2002HE8,0.124238,1.4527
2002RR25,0.309802,1.2664
2002CV46,0.197875,1.6969
2002RA182,0.419105,3.066
2002QW47,0.518291,2.9933
2002TX59,0.145925,1.4024
2002SQ41,0.799915,4.6926
2002PG80,0.436838,2.8922
2002XP40,0.29579,2.1312
2002RA126,0.61592,4.3245
2002AO11,0.162227,1.066
2002AA2,0.52597,3.4484
2002TV55,0.65553,4.799
2002MN,0.498341,2.7195
2002TB70,0.131759,1.2822
2002LX,0.669919,4.1966
2002CS11,0.404475,2.8357
2002EG116,0.078012,1.5066
2002RT,0.726268,2.594
2002VO85,0.222361,1.6246
2002VY91,0.581695,3.68
2002VQ14,0.514857,3.908
2002FT6,0.462582,1.4456
2002GK1,0.62766,4.1188
2002XE84,0.637494,4.2973
2002LW,0.101744,1.1198
2002RC117,0.625897,3.9176
2002TG66,0.541232,2.9229
2002CR11,0.589259,3.9621
2002FT5,0.30041,1.2576
2002PC11,0.434252,3.184
2002PR1,0.587677,3.9598
2002JX8,0.305278,1.005
2002QZ6,0.44282,2.8377
2002FC,0.658793,4.7081
2002PF43,0.366112,2.2457
2002EU11,0.688853,4.038
2002MT1,0.495624,3.5528
2002JR100,0.298777,1.1994
2002EC3,0.346303,1.7339
2002TS67,0.488102,3.4958
2002RD27,0.535768,4.1196
2002VS85,0.562899,2.2555
2002EN7,0.361629,1.6974
2002GM5,0.697955,3.6124
2002DO3,0.499286,2.7896
2002YO2,0.295107,1.9446
2002WX12,0.659255,2.9099
2002CV11,0.395112,2.1704
2002QQ40,0.564247,1.9005
2002XM14,0.189634,1.5261
2002AF29,0.610655,5.2564
2002TZ68,0.53655,3.394
2002UL11,0.5577,4.38
2002VR14,0.499237,2.4413
2002TA69,0.584328,3.6052
2002JQ97,0.493035,3.1208
2002TD58,0.56253,3.9011
2002AB2,0.386124,1.1653
2002LX64,0.570762,2.1317
2002EY,0.630722,3.484
2002DQ3,0.254544,1.7397
2002MS3,0.61389,3.8566
2002XY39,0.167177,1.6899
2002XT4,0.422577,2.2897
2002JD9,0.440305,1.5206
2002TP69,0.469544,2.8588
2002CB19,0.451653,1.8629
2002GG8,0.567455,3.6169
2002EW8,0.459263,2.6967
2002MY,0.211248,1.6169
2002KG4,0.662664,4.8766
2002AZ1,0.665576,3.532
2002TZ66,0.120745,1.0422
2002EV11,0.889412,3.9678
2002CU46,0.56493,2.7174
2002GP5,0.302957,2.3068
